symbol,start_time,end_time,price_change,ticks
zwmc,2014-10-06 09:31:12.075000,2014-10-06 09:31:12.075000,0.057692307692307654,12
hcjt,2014-10-06 10:43:55.375000,2014-10-06 10:43:55.450000,0.02261904761904756,12
bfvp,2014-10-06 10:22:25.600000,2014-10-06 10:22:25.725000,0.013363028953229376,12
fwnp,2014-10-06 11:38:18.100000,2014-10-06 11:38:18.100000,0.015030060120240515,11
ccbs,2014-10-06 14:32:51.900000,2014-10-06 14:32:52.650000,0.010152284263959355,11
gila,2014-10-06 09:35:32.900000,2014-10-06 09:35:33.200000,0.01205320033250219,11
ocqg,2014-10-06 15:51:09.325000,2014-10-06 15:51:09.425000,-0.012313104661389516,12
awco,2014-10-06 09:47:46.025000,2014-10-06 09:47:46.225000,-0.02682313495389776,13
sxnf,2014-10-06 09:50:07.850000,2014-10-06 09:50:08.050000,0.0136612021857923,12
qnpz,2014-10-06 10:53:30.650000,2014-10-06 10:53:30.750000,-0.008569898232458496,11
wdcc,2014-10-06 10:39:32.150000,2014-10-06 10:39:32.250000,0.009532788602556158,19
tydj,2014-10-06 13:07:52.750000,2014-10-06 13:07:52.950000,-0.014039566049776684,12
ssmy,2014-10-06 09:30:35.700000,2014-10-06 09:30:36.300000,0.017183025253840245,12
fzyd,2014-10-06 11:58:59.375000,2014-10-06 11:58:59.400000,0.01281798461841843,12
bhbl,2014-10-06 10:38:46.525000,2014-10-06 10:38:46.550000,0.025641025641025487,14
dpxv,2014-10-06 10:12:57.425000,2014-10-06 10:12:57.425000,0.013061650992685475,11
ldbb,2014-10-06 11:15:03.175000,2014-10-06 11:15:03.225000,0.019830028328611977,13
